Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Cellular_Component_2023,Calcium Channel Complex (GO:0034704),1/59,0.1089274422214598,0.2776607883661889,0,0,9.030399274047188,20.02105699331708,PKD1
GO_Cellular_Component_2023,Vacuolar Membrane (GO:0005774),1/59,0.1089274422214598,0.2776607883661889,0,0,9.030399274047188,20.02105699331708,ULK1
GO_Cellular_Component_2023,Caveola (GO:0005901),1/62,0.114145674181603,0.2776607883661889,0,0,8.584987057808455,18.63182401745976,CAVIN2
GO_Cellular_Component_2023,Intermediate Filament (GO:0005882),1/69,0.126206025870244,0.2776607883661889,0,0,7.698529411764706,15.93472089534539,PLEC
GO_Cellular_Component_2023,Actin Filament (GO:0005884),1/71,0.1296223547142294,0.2776607883661889,0,0,7.477819548872181,15.278157603394732,APC2
GO_Cellular_Component_2023,Motile Cilium (GO:0031514),1/73,0.1330256677214299,0.2776607883661889,0,0,7.269371345029239,14.663871680193896,PKD1
GO_Cellular_Component_2023,Voltage-Gated Potassium Channel Complex (GO:0008076),1/73,0.1330256677214299,0.2776607883661889,0,0,7.269371345029239,14.663871680193896,HCN2
GO_Cellular_Component_2023,Clathrin-Coated Vesicle (GO:0030136),1/78,0.1414773224946765,0.2776607883661889,0,0,6.795625427204374,13.289632726774588,TNK2
GO_Cellular_Component_2023,Coated Vesicle (GO:0030135),1/79,0.1431579938430935,0.2776607883661889,0,0,6.708164642375169,13.0393734081917,TNK2
GO_Cellular_Component_2023,Intermediate Filament Cytoskeleton (GO:0045111),1/81,0.1465097247060229,0.2776607883661889,0,0,6.539802631578947,12.560760031716624,PLEC
GO_Cellular_Component_2023,Potassium Channel Complex (GO:0034705),1/81,0.1465097247060229,0.2776607883661889,0,0,6.539802631578947,12.560760031716624,HCN2
GO_Cellular_Component_2023,Plasma Membrane Raft (GO:0044853),1/82,0.148180796129026,0.2776607883661889,0,0,6.458739441195582,12.33181431033472,CAVIN2
GO_Cellular_Component_2023,Autophagosome (GO:0005776),1/83,0.149848679435721,0.2776607883661889,0,0,6.379653401797176,12.109407031969464,ULK1
GO_Cellular_Component_2023,Lysosomal Lumen (GO:0043202),1/86,0.1548332599823739,0.278699867968273,0,0,6.153560371517028,11.47889141140809,AGRN
GO_Cellular_Component_2023,Golgi Lumen (GO:0005796),1/100,0.1777206145684703,0.3110110754948231,0,0,5.279638490164806,9.12080010262218,AGRN
GO_Cellular_Component_2023,Apical Junction Complex (GO:0043296),1/106,0.1873435681263354,0.3189903997826792,0,0,4.976441102756892,8.334598723356978,AJM1
GO_Cellular_Component_2023,Bounding Membrane Of Organelle (GO:0098588),3/819,0.2135200474737289,0.3539937629169716,0,0,1.9551674836601307,3.018826597158265,ULK1;SHANK3;PKD1
GO_Cellular_Component_2023,Mitochondrial Envelope (GO:0005740),1/146,0.2487497199303575,0.3817626294160506,0,0,3.596370235934664,5.003658783980904,NAT8L
GO_Cellular_Component_2023,Adherens Junction (GO:0005912),1/150,0.254635627656387,0.3817626294160506,0,0,3.4991169198163194,4.786517849430982,SCRIB
GO_Cellular_Component_2023,Mitochondrial Outer Membrane (GO:0005741),1/151,0.2561000693587896,0.3817626294160506,0,0,3.475614035087719,4.734436307573471,ULK1
GO_Cellular_Component_2023,Recycling Endosome (GO:0055037),1/159,0.2677151110303709,0.3817626294160506,0,0,3.298301132578281,4.346606390332369,ULK1
GO_Cellular_Component_2023,Vacuolar Lumen (GO:0005775),1/161,0.2705911473587066,0.3817626294160506,0,0,3.256743421052632,4.257040043318313,AGRN
GO_Cellular_Component_2023,Membrane Raft (GO:0045121),1/169,0.281985631319998,0.3817626294160506,0,0,3.100407268170426,3.924802962970881,CAVIN2
GO_Cellular_Component_2023,Organelle Outer Membrane (GO:0031968),1/170,0.2833976890843033,0.3817626294160506,0,0,3.0819059483027096,3.885987864561398,ULK1
GO_Cellular_Component_2023,Mitochondrial Membrane (GO:0031966),2/540,0.2839850148906461,0.3817626294160506,0,0,1.951471918014669,2.4565788231885626,ULK1;NAT8L
GO_Cellular_Component_2023,Basolateral Plasma Membrane (GO:0016323),1/171,0.2848070409929266,0.3817626294160506,0,0,3.063622291021672,3.847736126535741,PKD1
GO_Cellular_Component_2023,Endocytic Vesicle (GO:0030139),1/196,0.3191760263689618,0.4189185346092624,0,0,2.667476383265857,3.046291430728352,TNFRSF25
GO_Cellular_Component_2023,Cytoskeleton (GO:0005856),2/599,0.3267552532093487,0.4201138969834483,0,0,1.753270858798497,1.9611103355381792,APC2;PLEC
GO_Cellular_Component_2023,Dendrite (GO:0030425),1/270,0.4117438728693228,0.5187972798153468,0,0,1.9264331833300723,1.70942778783731,HCN2
GO_Cellular_Component_2023,Actin Cytoskeleton (GO:0015629),1/327,0.4745686278696636,0.5862318344272315,0,0,1.5850016144656118,1.1813794308219856,APC2
GO_Cellular_Component_2023,Microtubule Cytoskeleton (GO:0015630),1/342,0.4899833638358641,0.5868166088533965,0,0,1.5141225497762,1.080150558501049,APC2
GO_Cellular_Component_2023,Intracellular Organelle Lumen (GO:0070013),2/856,0.501928020266095,0.5868166088533965,0,0,1.2093803405278816,0.8336241217702415,NAT8L;AGRN
GO_Cellular_Component_2023,Mitochondrial Matrix (GO:0005759),1/355,0.5029856647314827,0.5868166088533965,0,0,1.457552780255724,1.0016209551216726,NAT8L
GO_Cellular_Component_2023,Collagen-Containing Extracellular Matrix (GO:0062023),1/373,0.5204569591262459,0.5876372720031421,0,0,1.385752688172043,0.9049631403285971,AGRN
GO_Cellular_Component_2023,Focal Adhesion (GO:0005925),1/387,0.5336306160018495,0.5876372720031421,0,0,1.3345377692937006,0.8381583273179769,PLEC
GO_Cellular_Component_2023,Cytoplasmic Vesicle Membrane (GO:0030659),1/389,0.535483544034845,0.5876372720031421,0,0,1.3275230602278894,0.829151149424075,PKD1
GO_Cellular_Component_2023,Cell-Substrate Junction (GO:0030055),1/395,0.5409993932727339,0.5876372720031421,0,0,1.3069062249532462,0.8028810084760916,PLEC
GO_Cellular_Component_2023,Golgi Membrane (GO:0000139),1/427,0.569356504710477,0.6079569457077976,0,0,1.206758092414134,0.6797046793689469,PKD1
GO_Cellular_Component_2023,Lysosome (GO:0005764),1/503,0.6300360981822135,0.6615379030913242,0,0,1.0200775843992451,0.4712535680850679,AGRN
GO_Cellular_Component_2023,Endoplasmic Reticulum Membrane (GO:0005789),1/801,0.7972195675130807,0.8233579139889194,0,0,0.630296052631579,0.1428409347269917,ULK1
GO_Cellular_Component_2023,Nucleus (GO:0005634),4/4487,0.985364811774666,0.9958361545096694,0,0,0.3945827092826869,0.0058174666840399,HES6;TNK2;CIC;PKD1
GO_Cellular_Component_2023,Intracellular Membrane-Bounded Organelle (GO:0043231),4/5175,0.9958361545096694,0.9958361545096694,0,0,0.3268779180595077,0.0013639106763528,HES6;TNK2;CIC;PKD1
