"GeneSymbol","Module"
"LTA4H","brown"
"ATP6V1D","brown"
"SOAT1","turquoise"
"RPS14","red"
"TNFSF12-TNFSF13","black"
"SPRR1B","greenyellow"
"AACS","black"
"THRAP3","turquoise"
"EFTUD2","turquoise"
"MRPL37","brown"
"CES2","grey"
"FXYD3","red"
"RELL1","turquoise"
"ADSS2","blue"
"TRNL1","grey"
"DHRS7","brown"
"VOPP1","grey"
"QRICH1","grey"
"PSMC2","turquoise"
"LOC101927057","blue"
"RPL36A-HNRNPH2","turquoise"
"HMGN3","blue"
"ARL2BP","grey"
"TMF1","turquoise"
"SEC13","brown"
"GPT2","grey"
"ANKRD44","tan"
"TMEM184B","grey"
"PSMC4","brown"
"MAFB","magenta"
"TNPO1","turquoise"
"LRATD1","grey"
"APPL2","blue"
"DALRD3","blue"
"UBE2D2","grey"
"MAST4","grey"
"ATP6V1C2","turquoise"
"ARHGAP30","yellow"
"NARF","brown"
"CRISPLD1","magenta"
"STT3B","grey"
"OGFRL1","black"
"TMCO1","brown"
"KPNA2","grey"
"GALNT16","yellow"
"PRPS2","turquoise"
"ESAM","green"
"SLA","yellow"
"PARP4","turquoise"
"PSMD3","grey"
"ZEB2","green"
"MCM7","turquoise"
"PSMD4","brown"
"SRCAP","grey"
"PARK7","red"
"TMEM125","blue"
"NIPAL3","turquoise"
"TNFAIP8L1","blue"
"RAB5C","turquoise"
"ACLY","turquoise"
"ACSL5","turquoise"
"PPIF","grey"
"IGHV5-10-1","purple"
"PARP10","grey"
"LUC7L3","turquoise"
"MYL12-AS1","red"
"LAPTM4B","grey"
"MAPK10","blue"
"UBE4A","turquoise"
"RAB1B","turquoise"
"MYCBP2","turquoise"
"RGMB","turquoise"
"FGL2","yellow"
"TMEM232","blue"
"CMAS","turquoise"
"BET1L","grey"
"PAK1","turquoise"
"PCMTD2","turquoise"
"ERP29","red"
"SUMF1","turquoise"
"GASK1B","green"
"SRRM1","turquoise"
"HDAC3","grey"
"TXNDC11","grey"
"F2R","grey"
"PLXDC2","magenta"
"STOML2","brown"
"SUMO1","brown"
"SAP30BP","black"
"SMARCA5","turquoise"
"NDST1","grey"
"RRAGA","blue"
"CC2D2A","blue"
"RMND5A","turquoise"
"GFM2","blue"
"TTC29","blue"
"VTI1B","grey"
"CEMIP","grey"
"GCLC","grey"
"GOLPH3L","turquoise"
"DCAF7","turquoise"
"SERPINE1","grey"
"MED24","blue"
"SUSD6","turquoise"
"TBCD","black"
"LMBRD1","turquoise"
"SLMAP","turquoise"
"LYN","grey"
"ARIH2","turquoise"
"RBM14","turquoise"
"UBA5","turquoise"
"CHD2","turquoise"
"AIF1L","black"
"CDS2","turquoise"
"GGT6","grey"
"SUOX","turquoise"
"ABCA5","blue"
"MBOAT2","brown"
"SLC30A9","turquoise"
"PLEKHH1","turquoise"
"ADGRE5","pink"
"RAB3D","turquoise"
"H6PD","turquoise"
"ATP6V0B","red"
"CCND2","yellow"
"MRC2","magenta"
"CAVIN2","green"
"MDM2","turquoise"
"ADGRE1","yellow"
"LIFR","green"
"EPRS1","turquoise"
"PSEN1","turquoise"
"ATP6V0E1","red"
"NME7","blue"
"ERBIN","turquoise"
"P2RY14","green"
"TRA2B","turquoise"
"CDC37","turquoise"
"KIAA2012","blue"
"GMDS","turquoise"
"ATP6V1G1","brown"
"BCAS1","grey"
"FABP5","greenyellow"
"CCDC88C","blue"
"GUSB","turquoise"
"ESRP1","grey"
"ETV3","turquoise"
"TRIM38","pink"
"VAMP3","turquoise"
"MTSS1","blue"
"ITPR3","grey"
"ITSN2","tan"
"ABHD2","blue"
"ADM","brown"
"PLPP5","turquoise"
"GAK","turquoise"
"GRAMD2B","turquoise"
"GET1","blue"
"C1QBP","brown"
"NDUFA9","brown"
"OPTN","pink"
"GORASP1","turquoise"
"CLDN3","grey"
"WDR13","blue"
"MAP3K19","blue"
"DDR2","green"
"EFNA5","turquoise"
"VEZF1","turquoise"
"SYNCRIP","turquoise"
"EPS8","turquoise"
"NELFCD","turquoise"
"IFT140","blue"
"RER1","brown"
"MSRB3","green"
"EIF4E","turquoise"
"RGS16","grey"
"GOLGA7","turquoise"
"BATF2","pink"
"ENTPD3","turquoise"
"NORAD","turquoise"
"CPNE3","turquoise"
"TMPRSS2","grey"
"FYB1","yellow"
"AARS1","turquoise"
"MTCH2","brown"
"COPS8","turquoise"
"TMEM183A","grey"
"RNF146","turquoise"
"SAFB","turquoise"
"RPL17-C18ORF32","red"
"UBR4","turquoise"
"DAP3","brown"
"CDK6","grey"
"TRIB1","grey"
"STX7","turquoise"
"SLC25A44","salmon"
"ODF2L","blue"
"RBFOX2","turquoise"
"ST14","brown"
"UBR5","grey"
"NBEA","blue"
"CIAO1","turquoise"
"ADORA2B","brown"
"RPL14","red"
"TGFBR3","green"
"NAPA","pink"
"SINHCAF","turquoise"
"ECH1","red"
"SNX14","turquoise"
"MAP2K3","grey"
"ABCG1","grey"
"EHD2","green"
"CASP3","turquoise"
"RALGAPA2","turquoise"
"POLDIP3","turquoise"
"MAVS","turquoise"
"CD69","grey"
"ZBBX","blue"
"NUDCD3","turquoise"
"DEGS2","blue"
"PNPT1","pink"
"ADD1","turquoise"
"GALNT2","grey"
"GPRC5C","brown"
"EDIL3","magenta"
"HIF1AN","turquoise"
"BCKDK","turquoise"
"TCF25","turquoise"
"MAP1A","blue"
"PSMD14","brown"
"CAPN5","blue"
"RFX2","blue"
"IGHV6-1","purple"
"KIF19","blue"
"PPP6R3","turquoise"
"ISG20","pink"
"MAGT1","turquoise"
"LINC02967","grey"
"PRXL2A","brown"
"SPTLC1","turquoise"
"TPSB2","grey"
"ZMYM2","turquoise"
"ZNF91","turquoise"
"PDLIM7","green"
"XRN2","turquoise"
"SP3","turquoise"
"AK2","turquoise"
"ALAS1","turquoise"
"IGLV8-61","grey"
"COL6A1","green"
"PSME2","pink"
"SCFD1","turquoise"
"NAA20","red"
"IER3-AS1","grey"
"TMEM94","blue"
"APH1A","brown"
"IDH3B","turquoise"
"CPA3","grey"
"RTF2","turquoise"
"AMOTL2","green"
"IGLV3-25","purple"
"FAM32A","brown"
"SNX1","turquoise"
"SHMT2","brown"
"TM7SF2","brown"
"MFSD6","blue"
"RPL23A","red"
"SIGMAR1","grey"
"PI4KB","turquoise"
"CD36","grey"
"PCGF3","turquoise"
"CCDC69","grey"
"CCPG1","turquoise"
"COMT","red"
"RORC","black"
"RPA1","turquoise"
"RUNX1","turquoise"
"LAMA3","grey"
"C9ORF72","blue"
"PRKAB1","turquoise"
"CNOT7","turquoise"
"CCDC33","blue"
"TMEM116","blue"
"TMED4","turquoise"
"NAGA","yellow"
"ENPP3","grey"
"AREG","grey"
"RNF144B","turquoise"
"IGKV1-6","purple"
"TRIP6","grey"
"IL13RA1","grey"
"S100A2","greenyellow"
"PDK1","purple"
"MFSD14A","turquoise"
"TRA2A","turquoise"
"APOBEC3A","pink"
"SMARCC2","turquoise"
"SLC43A3","grey"
"CDC42EP3","brown"
"GPBP1","turquoise"
"PTBP3","turquoise"
"STK36","blue"
"GMPR2","blue"
"RNF4","turquoise"
"PPME1","turquoise"
"LTBR","brown"
"TUBB6","turquoise"
"NCF1","yellow"
"FUCA2","turquoise"
"UBA6","pink"
"TSN","turquoise"
"CUL4A","grey"
"VPS39","turquoise"
"SWAP70","turquoise"
"CREB3","brown"
"GLT8D2","magenta"
"PUM1","turquoise"
"KIAA1522","grey"
"ASCC2","turquoise"
"NIPAL2","grey"
"FAM3C","grey"
"CNOT8","turquoise"
"KDR","grey"
"ADRB2","turquoise"
"HMCN1","magenta"
"SASH3","yellow"
"ADH5","brown"
"SBNO1","turquoise"
"PSMC6","turquoise"
"ZBTB38","turquoise"
"BSDC1","turquoise"
"DTX2","grey"
"BMPR2","turquoise"
"HIBADH","turquoise"
"PSMD12","turquoise"
"GTF2I","turquoise"
"LOC107986589","yellow"
"MUC1","grey"
"S100A8","greenyellow"
"SCNN1G","grey"
"BRK1","red"
"PTPRK","turquoise"
"TOB2","grey"
"ALG2","turquoise"
"CLUAP1","blue"
"COG5","turquoise"
"USP8","turquoise"
"MSMO1","turquoise"
"ATP2A2","turquoise"
"KCNS3","grey"
"IFNAR1","turquoise"
"LINC02009","black"
"CPZ","magenta"
"PAPSS2","turquoise"
"KCNE3","blue"
"CCDC146","blue"
"HIP1R","black"
"NOTCH2NLC","turquoise"
"PRPF40A","turquoise"
"KIT","grey"
"CYP4X1","grey"
"MIR5047","turquoise"
"FAM210B","grey"
"BLTP1","turquoise"
"DYNLL1","blue"
"DOCK2","yellow"
"TNS2","green"
"EVI2B","yellow"
"TBC1D2","brown"
"PSD3","brown"
"AKR1C1","red"
"ADAM10","turquoise"
"IPO5","grey"
"CASP1","pink"
"ITGB8","brown"
"SEC16A","turquoise"
"METAP1","turquoise"
"ASRGL1","grey"
"PTPN2","turquoise"
"BTG4","blue"
"LTB4R","grey"
"CSF3R","purple"
"TNFRSF14","turquoise"
"AGPAT2","brown"
"RRM1","turquoise"
"HSPB8","greenyellow"
"IL10RA","yellow"
"DLC1","salmon"
"TMEM219","red"
"KMT2C","turquoise"
"IL10RB","brown"
"PIGS","turquoise"
"SCAMP2","brown"
"C1ORF198","green"
"PSMD11","turquoise"
"TRIM16","brown"
"SEC23A","magenta"
"RIOK3","grey"
"HP1BP3","turquoise"
"NPHP1","blue"
"PLAU","turquoise"
"CHST15","magenta"
"CHPT1","black"
"BBX","turquoise"
"RAB5A","turquoise"
"MZB1","purple"
"SLC25A11","brown"
"HSPBP1","blue"
"AP1M2","blue"
"MDH1B","blue"
"SMIM15","turquoise"
"RIPOR2","yellow"
"LINC00342","grey"
"UBE2N","turquoise"
"SFXN3","blue"
"STON2","turquoise"
"C11ORF16","blue"
"TADA3","brown"
"RSPH3","blue"
"GOSR2","turquoise"
"MALL","greenyellow"
"EI24","grey"
"FAM174A","blue"
"ZNF266","turquoise"
"GGT7","turquoise"
"RPA2","turquoise"
"PGM2L1","blue"
"SMAD3","grey"
"ELF1","turquoise"
"TASOR2","turquoise"
"RFX5","yellow"
"ACP2","turquoise"
"NUP98","turquoise"
"SNX5","turquoise"
"GABARAPL2","red"
"ARF3","grey"
"STIM2","grey"
"CRYBG1","grey"
"IL11RA","green"
"PDK3","turquoise"
"BUD23","brown"
"FCGR3B","purple"
"PGM3","turquoise"
"GPD1L","turquoise"
"CYP2J2","grey"
"MYO1B","turquoise"
"FCRL5","purple"
"ODAD4","blue"
"GLIS3","grey"
"NT5DC1","turquoise"
"PSMA3","pink"
"NIPBL","turquoise"
"RPS12","red"
"DMD","turquoise"
"FAM166B","blue"
"IL2RG","tan"
"SF3A3","turquoise"
"HCK","yellow"
"COPS6","brown"
"EPB41L2","yellow"
"HNRNPA3","turquoise"
"RABL2A","blue"
"RNPS1","turquoise"
"PLA1A","pink"
"PALMD","black"
"SETD5","turquoise"
"SCCPDH","blue"
"PCMT1","turquoise"
"MEIS2","turquoise"
"PTPRU","grey"
"MLEC","grey"
"CRELD2","grey"
"MIPEP","blue"
"LOXL2","magenta"
"SMG1","turquoise"
"HGS","turquoise"
"CDC42SE2","yellow"
"DYNLT3","turquoise"
"BRD3OS","blue"
"GMPPB","turquoise"
"NSF","turquoise"
"MBNL2","turquoise"
"SMG5","grey"
"CALML3","greenyellow"
"MYO1F","yellow"
"PLEKHF2","turquoise"
"HLA-DRB6","grey"
"CCDC18-AS1","turquoise"
"TOR3A","grey"
"IFT22","blue"
"MET","grey"
"FPGS","turquoise"
"UBL3","blue"
"REST","brown"
"RB1CC1","brown"
"EMB","blue"
"PGF","brown"
"WNK1","turquoise"
"FGFR1","grey"
"NR3C1","turquoise"
"ACTR1B","grey"
"ERGIC2","turquoise"
"ERAP2","pink"
"THEMIS2","yellow"
"SLC25A1","grey"
"MEF2C","tan"
"NISCH","grey"
"KPNA6","turquoise"
"SYK","yellow"
"CDH13","grey"
"ABO","grey"
"SMPD2","blue"
"POLR2E","brown"
"ADCY4","green"
"IPO9","turquoise"
"SPEF2","blue"
"DTNB","black"
"PER3","grey"
"MIER1","turquoise"
"DDX24","turquoise"
"EIF2AK1","grey"
"B3GNT5","grey"
"DZIP1L","blue"
"FYTTD1","turquoise"
"LNPEP","turquoise"
"RPL21","red"
"OCIAD1","brown"
"AFF1","turquoise"
"PEPD","yellow"
"MTUS1-DT","grey"
"TINF2","turquoise"
"RNF145","grey"
"BTN3A3","pink"
"CNOT9","turquoise"
"MCU","brown"
"LOC107986669","blue"
"VPS26A","turquoise"
"RETSAT","grey"
"ORMDL1","turquoise"
"TMPRSS11E","greenyellow"
"TMCO3","grey"
"C1GALT1","turquoise"
"ABI2","turquoise"
"SPG7","turquoise"
"INTS10","turquoise"
"AFF4","turquoise"
"PROS1","blue"
"TSPO","red"
"FAT1","grey"
"CRISP2","black"
"RANBP2","turquoise"
"PGAP4","brown"
"ATL2","turquoise"
"GPBP1L1","turquoise"
"CD79A","purple"
"HMGA1","grey"
"BIRC3","pink"
"SMOC2","magenta"
"PLXNA2","grey"
"GPATCH8","turquoise"
"DNAAF4-CCPG1","turquoise"
"ACP5","yellow"
"BRD3","turquoise"
"PSMD8","red"
"C6ORF89","turquoise"
"DYNC1I2","turquoise"
"BBOF1","blue"
"WEE1","grey"
"KEAP1","turquoise"
"SH3BGRL3","red"
"SPINK5","greenyellow"
"TRIM14","grey"
"HERC1","turquoise"
"RRAD","blue"
"NFX1","turquoise"
"NSUN7","blue"
"RIC8A","grey"
"LAIR1","yellow"
"RCBTB2","turquoise"
"FAS","pink"
"PNRC1","grey"
"TKFC","blue"
"USP15","pink"
"PPP1R2","turquoise"
"DEGS1","green"
"LOC112268252","grey"
"ITPRIP","grey"
"SCARA3","grey"
"ANAPC16","brown"
"BBS2","turquoise"
"ARL5A","grey"
"CTSO","green"
"TRAP1","turquoise"
"C3AR1","yellow"
"FTO","turquoise"
"LDB2","green"
"MATN2","grey"
"ARHGAP45","yellow"
"ILK","turquoise"
"SSR4","grey"
"HIPK2","turquoise"
"ACTL6A","turquoise"
"GAPVD1","blue"
"MBOAT1","turquoise"
"NUP50","turquoise"
"PAX9","green"
"CORO1B","brown"
"DR1","turquoise"
"GSTA4","grey"
"HMGN4","turquoise"
"CSRP2","grey"
"GPR108","turquoise"
"PACRG","blue"
"CNN1","green"
"GNPTAB","turquoise"
"TJP1","turquoise"
"RAB37","grey"
"ZFR","turquoise"
"ZNF562","turquoise"
"TRNY","grey"
"PLAC8","blue"
"ZNF440","blue"
"FAT4","green"
"CRIP2","grey"
"ABITRAM","blue"
"IGLV5-45","purple"
"THOC3","brown"
"MYO5C","turquoise"
"SCAP","grey"
"CD83","black"
"AOX1","green"
"DUSP3","turquoise"
"DNAI7","blue"
"LZTFL1","blue"
"ZFYVE21","brown"
"PRRC1","turquoise"
"UACA","turquoise"
"CRY2","grey"
"RSL24D1","brown"
"RNF141","turquoise"
"SNORD141A","brown"
"DDAH1","turquoise"
"SLC37A1","blue"
"FCGR2B","yellow"
"SNAP23","turquoise"
"DOCK8","yellow"
"VGLL4","turquoise"
"PA2G4","grey"
"LRP6","black"
"SPG11","turquoise"
"COX4I1","red"
"OSTC","grey"
"PRR15","blue"
"BAIAP2L1","blue"
"UPK3BL1","greenyellow"
"RSPH9","blue"
"ERAP1","turquoise"
"PEX2","turquoise"
"DIMT1","turquoise"
"TRIB2","magenta"
"PIK3R1","turquoise"
"CRACR2A","black"
"RHOB","grey"
"MEAF6","blue"
"NTS","grey"
"DHX30","turquoise"
"FILIP1L","salmon"
"IER3IP1","turquoise"
"HNRNPH3","turquoise"
"KLC1","grey"
"PAIP1","grey"
"TRIM44","turquoise"
"IPO7","turquoise"
"ANKZF1","turquoise"
"SAE1","turquoise"
"ARHGAP1","turquoise"
"NOL6","grey"
"WIPF1","yellow"
"TIPARP","grey"
"CHST6","blue"
"ZBTB44","turquoise"
"IRF4","purple"
"UBE2B","turquoise"
"FAM234A","turquoise"
"RBM7","turquoise"
"HECTD3","turquoise"
"SLFN13","blue"
"MRFAP1L1","turquoise"
"PLIN3","turquoise"
"TERF2IP","grey"
"PRKRA","turquoise"
"YIPF4","turquoise"
"KMT2A","turquoise"
"YBX1","grey"
"CSNK2A1","turquoise"
"WWTR1","salmon"
"PDP1","turquoise"
"SLBP","grey"
"SUPT16H","turquoise"
"TSPYL2","black"
"CHD3","turquoise"
"XPNPEP1","turquoise"
"NRP2","green"
"CD200R1","grey"
"ERLIN1","turquoise"
"MAPK1","turquoise"
"ATAD1","turquoise"
"KANSL3","turquoise"
"PIP4K2C","turquoise"
"GNPDA1","turquoise"
"WBP2","turquoise"
"TMEM67","blue"
"SMC1A","turquoise"
"CORO2A","brown"
"TRIM13","blue"
"LAMC1","magenta"
"TMEM263","turquoise"
"SERPINE2","grey"
"SRPX2","grey"
"AUP1","turquoise"
"MSI2","blue"
"PIGG","turquoise"
"WNT5A","magenta"
"TUBG1","grey"
"ADPGK","turquoise"
"PLRG1","turquoise"
"RHOV","brown"
"DNASE2","turquoise"
"MXRA5","magenta"
"RARS1","turquoise"
"UBQLN2","turquoise"
"TOM1","turquoise"
"GAPT","yellow"
"USP31","brown"
"RIMKLB","turquoise"
"ITGB6","grey"
"RND1","salmon"
"POLR2J2","greenyellow"
"SLC35A1","turquoise"
"TOM1L1","black"
"MYH10","magenta"
"LCK","tan"
"RUFY3","turquoise"
"FAM3D-AS1","black"
"NSD3","turquoise"
"RPS27A","red"
"GALNT5","grey"
"SUGP2","turquoise"
"FZD4","turquoise"
"KPNA1","turquoise"
"CMPK2","pink"
"HCAR2","grey"
"ULK3","grey"
"FBXO34","grey"
"PPA2","brown"
"TAF10","turquoise"
"SANBR","blue"
"CRKL","turquoise"
"BAK1","turquoise"
"GIT2","turquoise"
"LOC339260","blue"
"KIF3B","blue"
"AOC3","green"
"MAPKAPK3","grey"
"UBR2","turquoise"
"NEK6","turquoise"
"SLC48A1","black"
"CPSF6","turquoise"
"HSD17B2","black"
"DNAAF3","blue"
"INTS3","turquoise"
"ATRAID","red"
"TTN","yellow"
"GBF1","turquoise"
"ATP2B1","turquoise"
"FKBP4","turquoise"
"RNF168","turquoise"
"SH3KBP1","grey"
"NR1D2","grey"
"ITGA3","grey"
"DNAJA2","turquoise"
"GSR","grey"
"SENP6","turquoise"
"PLEKHA1","turquoise"
"TOMM34","blue"
"DRAM2","turquoise"
"MIR22HG","grey"
"PLA2G4A","grey"
"TUBGCP2","blue"
"MMS19","turquoise"
"PLPBP","turquoise"
"USP34","turquoise"
"TACC2","grey"
"NUDT21","turquoise"
"PIAS1","turquoise"
"ATP6V1A","turquoise"
"TRIM27","turquoise"
"NBEAL1","grey"
"MLLT6","turquoise"
"HDAC7","grey"
"CUL4B","magenta"
"EFHC2","blue"
"SNU13","brown"
"GPM6A","green"
"CYP51A1","turquoise"
"IL5RA","blue"
"LRIG1","grey"
"ZNF146","turquoise"
"TSPAN31","brown"
"IFIT5","pink"
"ANKRD17","turquoise"
"FKBP10","magenta"
"LOC101927556","turquoise"
"SPTLC2","turquoise"
"PEX19","turquoise"
"XPC","turquoise"
"TTC12","blue"
"AK9","blue"
"PDK4","grey"
"NREP","magenta"
"ANAPC13","brown"
"PSMB10","pink"
"PAFAH1B1","turquoise"
"ECT2L","blue"
"IGHV2-70","purple"
"WIPI1","turquoise"
"EXOC4","turquoise"
"NELFE","brown"
"CSN2","pink"
"SEPTIN11","magenta"
"PEF1","turquoise"
"GSKIP","turquoise"
"PDCD6","red"
"GYG1","turquoise"
"MARCKS","turquoise"
"COLGALT1","turquoise"
"WDR45","brown"
"ELP2","turquoise"
"SYNJ2BP","turquoise"
"USP9Y","grey"
"TCEA3","black"
"MCM3","turquoise"
"LSM14A","turquoise"
"HLA-L","grey"
"RNLS","blue"
"FZD6","blue"
"TFF3","grey"
"CKMT1B","grey"
"GSDMD","turquoise"
"NAPRT","grey"
"TTC21A","blue"
"CFAP70","blue"
"SLC17A5","turquoise"
"MID1","grey"
"NDEL1","turquoise"
"DPP4","black"
"PSMD10","blue"
"VAV3","turquoise"
"GRAMD2A","blue"
"MIR3654","brown"
"SLK","brown"
"CISH","yellow"
"SEC24D","grey"
"SREBF1","grey"
"FNBP4","turquoise"
"CSE1L","turquoise"
"TXNDC12","brown"
"SERPINB9","pink"
"ARSD","turquoise"
"PICALM","turquoise"
"FUBP1","turquoise"
"MFSD10","brown"
"STRA6","grey"
"RNF6","turquoise"
"HSPA4","grey"
"IRAK3","turquoise"
"TYK2","turquoise"
"LOC105376081","grey"
"PAX3","green"
"ROCK1","turquoise"
"GNAI2","grey"
"CAPSL","blue"
"STAG2","turquoise"
"DNASE1L3","green"
"FAM83A","greenyellow"
"NPC2","red"
"CYB561A3","blue"
"PTCD3","turquoise"
"NPL","yellow"
"DTX4","grey"
"DNAH1","blue"
"ID3","black"
"PHF3","turquoise"
"EXOSC10","turquoise"
"SRP72","turquoise"
"NIPA2","grey"
"BEX4","grey"
"MON2","turquoise"
"VPS13D","turquoise"
"SORT1","turquoise"
"CREBZF","turquoise"
"HOMER2","black"
"UBAC2","brown"
"LRATD2","black"
"XPOT","turquoise"
"CR1","yellow"
"PSMA7","red"
"SEC14L3","blue"
"ATP13A1","grey"
"ICA1","turquoise"
"SUPT5H","turquoise"
"GCLM","blue"
"WDR77","blue"
"KCNAB1","turquoise"
"NDUFS1","turquoise"
"COPS3","brown"
"GPR155","black"
"FBXW9","blue"
"NUB1","pink"
"EIF2D","turquoise"
"HLF","grey"
"RSU1","turquoise"
"FES","yellow"
"KPNB1","turquoise"
"EPHA4","brown"
"PSMA3-AS1","turquoise"
"DENND2D","turquoise"
"MIA2","turquoise"
"IKBKB","turquoise"
"CCDC50","green"
"SLC18B1","turquoise"
"CBX3","turquoise"
"ZDHHC4","brown"
"PNPLA6","yellow"
"METTL3","turquoise"
"POGZ","turquoise"
"EIF2A","turquoise"
"RMDN3","turquoise"
"PFKFB3","salmon"
"TMEM167A","turquoise"
"PSMD6","brown"
"FAM136A","turquoise"
"ALAD","turquoise"
"ABHD16A","turquoise"
"SRD5A2","blue"
"ARFGEF1","turquoise"
"STK33","blue"
"ESYT2","turquoise"
"ITGA4","tan"
"IFT122","blue"
"MIR10394","red"
"DMTF1","turquoise"
"ATRN","grey"
"SMAD5","turquoise"
"ZDHHC16","grey"
"REL","grey"
"STEAP2","turquoise"
"ZNF638","turquoise"
"ZBTB7C","grey"
"ESRP2","grey"
"HYOU1","turquoise"
"SLC35C1","turquoise"
"CSTPP1","blue"
"TOR1AIP1","turquoise"
"TRPV4","brown"
"MUC13","grey"
"RBM25","turquoise"
"PCBP2","red"
"RPL17","red"
"KIAA0040","turquoise"
"ALDH4A1","brown"
"ACAP2","turquoise"
"EDNRB","magenta"
"COL14A1","green"
"LOC107984125","blue"
"ATG13","turquoise"
"DDHD2","turquoise"
"GPN1","turquoise"
"ZRANB2","turquoise"
"LRTOMT","blue"
"PIGY","brown"
"PYURF","brown"
"LBR","turquoise"
"KDM5C","grey"
"CCDC6","grey"
"ATM","turquoise"
"LARS1","turquoise"
"BCL2L1","blue"
"BUB3","turquoise"
"MRPL42","turquoise"
"ENPP4","blue"
"SLC25A36","turquoise"
"C1ORF87","blue"
"FGFR2","turquoise"
"SESN1","turquoise"
"ITGAV","turquoise"
"ODF3B","blue"
"RAMP3","green"
"HMBOX1","turquoise"
"BIN2","yellow"
"HMGXB3","turquoise"
"STX16","turquoise"
"CUL1","turquoise"
"PRKAA1","turquoise"
"CFAP298","blue"
"TSEN34","grey"
"CYLD","turquoise"
"TSGA10","blue"
"BDH1","blue"
"RABGAP1L","turquoise"
"HBA2","grey"
"PRPSAP1","turquoise"
"ELN","grey"
"ZNG1A","turquoise"
"EEIG1","grey"
"USP47","turquoise"
"PRELID3B","turquoise"
"DNAJB11","grey"
"ZC2HC1A","blue"
"PTPRN2","blue"
"EPHX2","blue"
"AJUBA","turquoise"
"FRMD6","magenta"
"IFIH1","pink"
"MANBAL","brown"
"KLK6","greenyellow"
"DLG5","grey"
"RBMS3","green"
"TMEM119","green"
"ATG7","turquoise"
"COQ9","brown"
"LOC728554","brown"
"TENT2","turquoise"
"KCNE4","green"
"EPB41L1","grey"
"IGLJ3","purple"
"YIPF5","turquoise"
"MRPS6","red"
"FAM120A","turquoise"
"GLMP","brown"
"MAP3K2","turquoise"
"UBE2G1","turquoise"
"PSMC1","turquoise"
"PRRC2B","turquoise"
"FOLR1","black"
"DNAI3","blue"
"DERA","brown"
"PSMA5","red"
"LCOR","grey"
"CILK1","black"
"TMEM9","brown"
"PTGES","grey"
"PRKCH","grey"
"TCTA","blue"
"ATXN2","grey"
"TMEM273","yellow"
"PSMF1","brown"
"IGHV3-20","tan"
"MTFR1L","turquoise"
"LARP4B","turquoise"
"RASSF4","yellow"
"NUFIP2","turquoise"
"HK2","turquoise"
"HTATIP2","brown"
"OSBPL6","blue"
"PDXK","grey"
"METAP2","turquoise"
"BIRC2","turquoise"
"CFAP36","blue"
"EDEM1","turquoise"
"COL6A2","yellow"
"PPIB","grey"
"TRAC","tan"
"GTF3C2","turquoise"
"COLCA1","grey"
"TTC26","blue"
"TARS1","turquoise"
"NOLC1","turquoise"
"SLC16A5","blue"
"SREK1","turquoise"
"EPS15","yellow"
"PRMT1","brown"
"RBM4","turquoise"
"ITPRID1","black"
"TP53BP1","turquoise"
"ZNF750","grey"
"BTAF1","turquoise"
"NEK11","blue"
"PHYKPL","grey"
"PRDX4","grey"
"RNF14","turquoise"
"OVOL1","pink"
"FAR1","turquoise"
"RARS2","turquoise"
"PRPF3","turquoise"
"CERS5","turquoise"
"AGTRAP","brown"
"SEMA3C","blue"
"PHKB","turquoise"
"TMEM39A","turquoise"
"COASY","turquoise"
"BBS1","turquoise"
"LRPPRC","turquoise"
"MACROH2A1","grey"
"CRIM1","turquoise"
"FAM227A","blue"
"AK4","turquoise"
"GUCD1","grey"
"SLC22A3","black"
"STARD3NL","grey"
"ELN-AS1","blue"
"ZDHHC6","turquoise"
"CSGALNACT1","green"
"AFDN","blue"
"TBC1D5","turquoise"
"MKS1","blue"
"ADGRL2","green"
"P2RX4","brown"
"FOXO3","turquoise"
"GARS1","turquoise"
"XPR1","turquoise"
"NCF1C","yellow"
"SSU72","grey"
"GJA9-MYCBP","blue"
"ADPRS","blue"
"ATP6V0C","red"
"FUT3","grey"
"AKNA","yellow"
"PEAK1","turquoise"
"LPCAT3","brown"
"EFEMP2","magenta"
"MST1R","grey"
"SLC35A5","turquoise"
"LOC107986350","black"
"GNPAT","turquoise"
"UBE2Z","grey"
"EFHB","blue"
"PIGO","turquoise"
"PRKCD","grey"
"USP4","turquoise"
"CYP4F12","grey"
"SEC11C","grey"
"HDAC6","turquoise"
"RARG","grey"
"ZNF426","turquoise"
"SNRNP40","turquoise"
"VPS36","turquoise"
"BTBD3","blue"
"CFAP20","blue"
"CGGBP1","turquoise"
"BMP4","green"
"FPR1","purple"
"SIN3A","turquoise"
"CHMP1A","turquoise"
"MED15","turquoise"
"STX12","turquoise"
"LYST","green"
"POGLUT3","grey"
"ENOSF1","turquoise"
"MAN2C1","turquoise"
"BCKDHA","turquoise"
"AGL","grey"
"SLC35F6","turquoise"
"ARL5B","grey"
"COG4","turquoise"
"NECAP2","turquoise"
"ANGPT1","green"
"ANKRD65","blue"
"CFAP100","blue"
"NR1H2","turquoise"
"ITGA11","magenta"
"KHNYN","turquoise"
"LRP5","black"
"PSMB9","pink"
"PADI1","grey"
"FAM86B2-DT","blue"
"RBM8A","turquoise"
"FNBP1L","turquoise"
"GNA15","brown"
"GJB3","brown"
"SUB1","turquoise"
"DDX47","turquoise"
"PRDX2","red"
"CSPP1","blue"
"LPGAT1","turquoise"
"SIPA1L1","turquoise"
"MYCBP","blue"
