Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137),1/19,0.0373399869476018,0.1418502364521779,0,0,28.40740740740741,93.39476319093392,PTEN
GO_Biological_Process_2023,Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736),1/19,0.0373399869476018,0.1418502364521779,0,0,28.40740740740741,93.39476319093392,PTEN
GO_Biological_Process_2023,Negative Regulation Of Microtubule Depolymerization (GO:0007026),1/20,0.039267132268101,0.1418502364521779,0,0,26.910931174089068,87.12057233834933,CAMSAP2
GO_Biological_Process_2023,Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),1/20,0.039267132268101,0.1418502364521779,0,0,26.910931174089068,87.12057233834933,SLC39A10
GO_Biological_Process_2023,Negative Regulation Of Stem Cell Population Maintenance (GO:1902455),1/20,0.039267132268101,0.1418502364521779,0,0,26.910931174089068,87.12057233834933,SINHCAF
GO_Biological_Process_2023,Intracellular Monoatomic Ion Homeostasis (GO:0006873),1/20,0.039267132268101,0.1418502364521779,0,0,26.910931174089068,87.12057233834933,SLC39A10
GO_Biological_Process_2023,Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0000289),1/20,0.039267132268101,0.1418502364521779,0,0,26.910931174089068,87.12057233834933,CNOT6L
GO_Biological_Process_2023,Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030),1/20,0.039267132268101,0.1418502364521779,0,0,26.910931174089068,87.12057233834933,PTEN
GO_Biological_Process_2023,Regulation Of Dendritic Spine Development (GO:0060998),1/21,0.0411905160666275,0.1418502364521779,0,0,25.56410256410257,81.53791281942478,ARF6
GO_Biological_Process_2023,Zinc Ion Transmembrane Transport (GO:0071577),1/21,0.0411905160666275,0.1418502364521779,0,0,25.56410256410257,81.53791281942478,SLC39A10
GO_Biological_Process_2023,Regulation Of Anoikis (GO:2000209),1/21,0.0411905160666275,0.1418502364521779,0,0,25.56410256410257,81.53791281942478,MYBBP1A
GO_Biological_Process_2023,Mitochondrion Organization (GO:0007005),2/162,0.0416088158145253,0.1418502364521779,0,0,6.5131578947368425,20.7082156802146,CXADR;OMA1
GO_Biological_Process_2023,Positive Regulation Of Multicellular Organismal Process (GO:0051240),3/387,0.0419267835106388,0.1418502364521779,0,0,4.133445945945946,13.11058963902872,ZNF516;SINHCAF;OMA1
GO_Biological_Process_2023,Negative Regulation Of Cell Migration (GO:0030336),2/163,0.0420734103608312,0.1418502364521779,0,0,6.472376593658058,20.506685260093647,PTEN;SINHCAF
GO_Biological_Process_2023,Regulation Of Protein Export From Nucleus (GO:0046825),1/22,0.043110145479118,0.1418502364521779,0,0,24.345543345543344,76.54231318763195,BARD1
GO_Biological_Process_2023,Regulation Of Histone Acetylation (GO:0035065),1/22,0.043110145479118,0.1418502364521779,0,0,24.345543345543344,76.54231318763195,MYBBP1A
GO_Biological_Process_2023,Negative Regulation Of Axonogenesis (GO:0050771),1/22,0.043110145479118,0.1418502364521779,0,0,24.345543345543344,76.54231318763195,PTEN
GO_Biological_Process_2023,Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463),1/22,0.043110145479118,0.1418502364521779,0,0,24.345543345543344,76.54231318763195,PTEN
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),8/2028,0.0447621022764953,0.1418502364521779,0,0,2.2202970297029703,6.897116103256053,MYBBP1A;CBFB;AEBP2;MIER1;IRF2BP2;SINHCAF;SSBP2;ZBTB41
GO_Biological_Process_2023,Protein Targeting To ER (GO:0045047),1/23,0.0450260276423818,0.1418502364521779,0,0,23.23776223776224,72.04902026138872,SRP9
GO_Biological_Process_2023,Negative Regulation Of Protein Depolymerization (GO:1901880),1/23,0.0450260276423818,0.1418502364521779,0,0,23.23776223776224,72.04902026138872,CAMSAP2
GO_Biological_Process_2023,Zinc Ion Transport (GO:0006829),1/23,0.0450260276423818,0.1418502364521779,0,0,23.23776223776224,72.04902026138872,SLC39A10
GO_Biological_Process_2023,Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117),1/23,0.0450260276423818,0.1418502364521779,0,0,23.23776223776224,72.04902026138872,ARF6
GO_Biological_Process_2023,Nuclear Membrane Reassembly (GO:0031468),1/23,0.0450260276423818,0.1418502364521779,0,0,23.23776223776224,72.04902026138872,BROX
GO_Biological_Process_2023,Heart Development (GO:0007507),2/171,0.0458603948761274,0.1418502364521779,0,0,6.163500467144192,18.99685386597837,CXADR;PTEN
GO_Biological_Process_2023,Protein Kinase B Signaling (GO:0043491),1/24,0.0469381696680575,0.1418502364521779,0,0,22.22630992196209,67.98859468163421,PTEN
GO_Biological_Process_2023,Regulation Of Supramolecular Fiber Organization (GO:1902903),1/24,0.0469381696680575,0.1418502364521779,0,0,22.22630992196209,67.98859468163421,CAMSAP2
GO_Biological_Process_2023,Regulation Of Microtubule Depolymerization (GO:0031114),1/24,0.0469381696680575,0.1418502364521779,0,0,22.22630992196209,67.98859468163421,CAMSAP2
GO_Biological_Process_2023,Negative Regulation Of Cell Junction Assembly (GO:1901889),1/24,0.0469381696680575,0.1418502364521779,0,0,22.22630992196209,67.98859468163421,PTEN
GO_Biological_Process_2023,Regulation Of Neuron Projection Development (GO:0010975),2/174,0.0473120949725865,0.1418502364521779,0,0,6.055079559363525,18.473982997772577,PTEN;CAMSAP2
GO_Biological_Process_2023,Mitotic Cell Cycle Checkpoint Signaling (GO:0007093),1/25,0.048846578661385,0.1418502364521779,0,0,21.299145299145295,64.30363063192733,BARD1
GO_Biological_Process_2023,Regulation Of Cell Size (GO:0008361),1/25,0.048846578661385,0.1418502364521779,0,0,21.299145299145295,64.30363063192733,PTEN
GO_Biological_Process_2023,Cardiac Muscle Cell Development (GO:0055013),1/26,0.0507512617202016,0.1418502364521779,0,0,20.446153846153845,60.94627977000699,CXADR
GO_Biological_Process_2023,Protein Localization To Cell Surface (GO:0034394),1/26,0.0507512617202016,0.1418502364521779,0,0,20.446153846153845,60.94627977000699,ARF6
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase III (GO:0006359),1/26,0.0507512617202016,0.1418502364521779,0,0,20.446153846153845,60.94627977000699,MYBBP1A
GO_Biological_Process_2023,Negative Regulation Of Receptor-Mediated Endocytosis (GO:0048261),1/26,0.0507512617202016,0.1418502364521779,0,0,20.446153846153845,60.94627977000699,ARF6
GO_Biological_Process_2023,Dendritic Spine Organization (GO:0097061),1/26,0.0507512617202016,0.1418502364521779,0,0,20.446153846153845,60.94627977000699,PTEN
GO_Biological_Process_2023,cAMP-mediated Signaling (GO:0019933),1/26,0.0507512617202016,0.1418502364521779,0,0,20.446153846153845,60.94627977000699,PDE7A
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),4/705,0.0514130201540915,0.1418502364521779,0,0,3.052623236646061,9.059770085188436,BARD1;BAG4;ANP32E;OMA1
GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription (GO:0045892),5/1025,0.0522319063719637,0.1418502364521779,0,0,2.65266106442577,7.830819231221566,MYBBP1A;CBFB;MIER1;IRF2BP2;SINHCAF
GO_Biological_Process_2023,Cardiac Muscle Cell Differentiation (GO:0055007),1/27,0.0526522259283912,0.1418502364521779,0,0,19.65877712031558,57.87635915452169,CXADR
GO_Biological_Process_2023,Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins (GO:0006515),1/27,0.0526522259283912,0.1418502364521779,0,0,19.65877712031558,57.87635915452169,OMA1
GO_Biological_Process_2023,Negative Regulation Of Neurogenesis (GO:0050768),1/27,0.0526522259283912,0.1418502364521779,0,0,19.65877712031558,57.87635915452169,PTEN
GO_Biological_Process_2023,Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),1/27,0.0526522259283912,0.1418502364521779,0,0,19.65877712031558,57.87635915452169,CAMSAP2
GO_Biological_Process_2023,Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443),1/27,0.0526522259283912,0.1418502364521779,0,0,19.65877712031558,57.87635915452169,PTEN
GO_Biological_Process_2023,Axonogenesis (GO:0007409),2/188,0.054305515587317,0.1418502364521779,0,0,5.595359366157329,16.300006326381972,PARD6B;PTEN
GO_Biological_Process_2023,Cell-Substrate Junction Assembly (GO:0007044),1/28,0.0545494783414527,0.1418502364521779,0,0,18.929724596391264,55.05988911315167,PLEC
GO_Biological_Process_2023,Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),1/28,0.0545494783414527,0.1418502364521779,0,0,18.929724596391264,55.05988911315167,BARD1
GO_Biological_Process_2023,Negative Regulation Of Wound Healing (GO:0061045),1/28,0.0545494783414527,0.1418502364521779,0,0,18.929724596391264,55.05988911315167,PTEN
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901),1/28,0.0545494783414527,0.1418502364521779,0,0,18.929724596391264,55.05988911315167,CXADR
GO_Biological_Process_2023,Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035),1/28,0.0545494783414527,0.1418502364521779,0,0,18.929724596391264,55.05988911315167,PTEN
GO_Biological_Process_2023,Nervous System Development (GO:0007399),3/433,0.0552252682308957,0.1418502364521779,0,0,3.682589566310496,10.666011845978476,BTBD1;LSAMP;PTEN
GO_Biological_Process_2023,Protein Ubiquitination (GO:0016567),3/434,0.0555345690079493,0.1418502364521779,0,0,3.6738571518153886,10.62020104475389,BARD1;RMND5A;CBFB
GO_Biological_Process_2023,Regulation Of Cell Migration (GO:0030334),3/434,0.0555345690079493,0.1418502364521779,0,0,3.6738571518153886,10.62020104475389,PARD6B;PTEN;SINHCAF
GO_Biological_Process_2023,Neuron Projection Development (GO:0031175),2/192,0.0563676092230423,0.1418502364521779,0,0,5.476454293628809,15.74951907603891,PTEN;CAMSAP2
GO_Biological_Process_2023,Heterotypic Cell-Cell Adhesion (GO:0034113),1/29,0.0564430260228561,0.1418502364521779,0,0,18.25274725274725,52.46795162162656,CXADR
GO_Biological_Process_2023,Integrated Stress Response Signaling (GO:0140467),1/29,0.0564430260228561,0.1418502364521779,0,0,18.25274725274725,52.46795162162656,OMA1
GO_Biological_Process_2023,Regulation Of Programmed Cell Death (GO:0043067),2/195,0.0579322012443861,0.141930946757808,0,0,5.390509953640578,15.354770014479216,ANP32E;OMA1
GO_Biological_Process_2023,Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719),1/30,0.058332876023497,0.141930946757808,0,0,17.622458001768347,50.075790447561154,PTEN
GO_Biological_Process_2023,Regulation Of Dendritic Spine Morphogenesis (GO:0061001),1/30,0.058332876023497,0.141930946757808,0,0,17.622458001768347,50.075790447561154,PTEN
GO_Biological_Process_2023,Phospholipid Dephosphorylation (GO:0046839),1/30,0.058332876023497,0.141930946757808,0,0,17.622458001768347,50.075790447561154,PTEN
GO_Biological_Process_2023,Cytoplasmic Translational Initiation (GO:0002183),1/30,0.058332876023497,0.141930946757808,0,0,17.622458001768347,50.075790447561154,EIF4A2
